"model","ens","year","tx5d","tx5d_ano","gmst_ano"
"CanESM5","r10i1p1f1",2099,302.818511962891,11.8675048828125,5.59150695800781
"CanESM5","r10i1p1f1",2100,305.093383789062,14.1423767089844,5.65242004394531
"CanESM5","r11i1p1f1",1850,297.431182861328,6.48017578125001,-0.913833618164062
"CanESM5","r11i1p1f1",1851,296.568603515625,5.61759643554689,-0.914199829101562
"CanESM5","r11i1p1f1",1852,296.423675537109,5.47266845703126,-0.915328979492188
"CanESM5","r11i1p1f1",1853,296.165802001953,5.21479492187501,-0.916885375976562
"CanESM5","r11i1p1f1",1854,295.7646484375,4.81364135742189,-0.918289184570312
"CanESM5","r11i1p1f1",1855,294.941314697266,3.99030761718751,-0.920547485351562
"CanESM5","r11i1p1f1",1856,297.974853515625,7.02384643554689,-0.922378540039062
"CanESM5","r11i1p1f1",1857,293.304565429688,2.35355834960939,-0.924057006835938
"CanESM5","r11i1p1f1",1858,294.274536132812,3.32352905273439,-0.928848266601562
"CanESM5","r11i1p1f1",1859,296.927062988281,5.97605590820314,-0.934677124023438
"CanESM5","r11i1p1f1",1860,295.981323242188,5.03031616210939,-0.940292358398438
"CanESM5","r11i1p1f1",1861,291.833129882812,0.882122802734386,-0.944381713867188
"CanESM5","r11i1p1f1",1862,293.652648925781,2.70164184570314,-0.944473266601562
"CanESM5","r11i1p1f1",1863,294.4111328125,3.46012573242189,-0.943191528320312
"CanESM5","r11i1p1f1",1864,295.310302734375,4.35929565429689,-0.941390991210938
"CanESM5","r11i1p1f1",1865,297.714324951172,6.76331787109376,-0.936782836914062
"CanESM5","r11i1p1f1",1866,294.994323730469,4.04331665039064,-0.931411743164062
"CanESM5","r11i1p1f1",1867,295.531036376953,4.58002929687501,-0.926345825195312
"CanESM5","r11i1p1f1",1868,292.722808837891,1.77180175781251,-0.917922973632812
"CanESM5","r11i1p1f1",1869,295.427124023438,4.47611694335939,-0.907638549804688
"CanESM5","r11i1p1f1",1870,292.407440185547,1.45643310546876,-0.899124145507812
"CanESM5","r11i1p1f1",1871,293.949981689453,2.99897460937501,-0.891067504882812
"CanESM5","r11i1p1f1",1872,292.950347900391,1.99934082031251,-0.883193969726562
"CanESM5","r11i1p1f1",1873,294.026428222656,3.07542114257814,-0.876693725585938
"CanESM5","r11i1p1f1",1874,294.717926025391,3.76691894531251,-0.870925903320312
"CanESM5","r11i1p1f1",1875,294.208038330078,3.25703125000001,-0.864669799804688
"CanESM5","r11i1p1f1",1876,296.934692382812,5.98368530273439,-0.858352661132812
"CanESM5","r11i1p1f1",1877,294.850433349609,3.89942626953126,-0.853622436523438
"CanESM5","r11i1p1f1",1878,294.304473876953,3.35346679687501,-0.850448608398438
"CanESM5","r11i1p1f1",1879,293.004669189453,2.05366210937501,-0.846878051757812
"CanESM5","r11i1p1f1",1880,295.473419189453,4.52241210937501,-0.851791381835938
"CanESM5","r11i1p1f1",1881,293.025390625,2.07438354492189,-0.862442016601562
"CanESM5","r11i1p1f1",1882,294.176605224609,3.22559814453126,-0.873123168945312
"CanESM5","r11i1p1f1",1883,294.271087646484,3.32008056640626,-0.889358520507812
